Price,Title,Description,Variation Image Link,Variation name (color),Variation SKU,Category,Keep,Reason
10.99,-8 AN to -10 AN ORB Adapter,"ColorFittings ORB Adapter Fittings are precision-engineered to connect AN flare fittings to O-Ring Boss (ORB) ports, providing a secure, leak-free solution for fuel, oil, coolant, power steering, and transmission plumbing systems. ORB ports are found on engine blocks, transmissions, power steering pumps, oil coolers, and other OEM components — making these adapters essential for any AN plumbing conversion.\n\nOur AN to ORB Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. The O-ring face seal design eliminates the need for thread sealant and provides a more reliable, vibration-resistant connection compared to NPT threads. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, ORB adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/ORB-Green-Fitting-Adapter-3.png,Green,CF-F2S-08-010-000-GR,ORB Adapters,True,"Target AN Size (-6, -8, -10)"
10.99,-6 AN to -10 AN ORB Adapter,"ColorFittings ORB Adapter Fittings are precision-engineered to connect AN flare fittings to O-Ring Boss (ORB) ports, providing a secure, leak-free solution for fuel, oil, coolant, power steering, and transmission plumbing systems. ORB ports are found on engine blocks, transmissions, power steering pumps, oil coolers, and other OEM components — making these adapters essential for any AN plumbing conversion.\n\nOur AN to ORB Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. The O-ring face seal design eliminates the need for thread sealant and provides a more reliable, vibration-resistant connection compared to NPT threads. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, ORB adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/ORB-Red-Fitting-Adapter-5.png,Red,CF-F2S-06-010-000-RD,ORB Adapters,True,"Target AN Size (-6, -8, -10)"
10.99,-8 AN to -10 AN ORB Adapter,"ColorFittings ORB Adapter Fittings are precision-engineered to connect AN flare fittings to O-Ring Boss (ORB) ports, providing a secure, leak-free solution for fuel, oil, coolant, power steering, and transmission plumbing systems. ORB ports are found on engine blocks, transmissions, power steering pumps, oil coolers, and other OEM components — making these adapters essential for any AN plumbing conversion.\n\nOur AN to ORB Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. The O-ring face seal design eliminates the need for thread sealant and provides a more reliable, vibration-resistant connection compared to NPT threads. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, ORB adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/ORB-Red-Fitting-Adapter-4.png,Red,CF-F2S-08-010-000-RD,ORB Adapters,True,"Target AN Size (-6, -8, -10)"
11.99,-10 AN to -10 AN ORB Adapter,"ColorFittings ORB Adapter Fittings are precision-engineered to connect AN flare fittings to O-Ring Boss (ORB) ports, providing a secure, leak-free solution for fuel, oil, coolant, power steering, and transmission plumbing systems. ORB ports are found on engine blocks, transmissions, power steering pumps, oil coolers, and other OEM components — making these adapters essential for any AN plumbing conversion.\n\nOur AN to ORB Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. The O-ring face seal design eliminates the need for thread sealant and provides a more reliable, vibration-resistant connection compared to NPT threads. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, ORB adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/ORB-Red-Fitting-Adapter-3.png,Red,CF-F2S-10-010-000-RD,ORB Adapters,True,"Target AN Size (-6, -8, -10)"
8.99,-6 AN to -6 AN ORB Adapter,"ColorFittings ORB Adapter Fittings are precision-engineered to connect AN flare fittings to O-Ring Boss (ORB) ports, providing a secure, leak-free solution for fuel, oil, coolant, power steering, and transmission plumbing systems. ORB ports are found on engine blocks, transmissions, power steering pumps, oil coolers, and other OEM components — making these adapters essential for any AN plumbing conversion.\n\nOur AN to ORB Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. The O-ring face seal design eliminates the need for thread sealant and provides a more reliable, vibration-resistant connection compared to NPT threads. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nFor best installation results, we strongly recommend using our AN Fitting Assembly Tools, which help prevent fitting damage and ensure proper hose and fitting alignment. Please reference our installation video and fitting guide for proper assembly techniques and torque recommendations.\n\nLooking to complete your system? Explore our full range of AN fittings, ORB adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/ORB-Red-Fitting-Adapter-1.png,Red,CF-F2S-06-006-000-RD,ORB Adapters,True,"Target AN Size (-6, -8, -10)"
8.99,10AN Push Lock Hose (E85 + Race Fuel Safe) - BY THE FOOT,"ColorFittings 10AN Push-Lock Hose is a premium, race-proven fuel and oil hose designed for performance automotive, marine, and aviation applications. Sold by the foot, this push-lock AN hose is compatible with water, motor oil, E85, and race fuel — making it the go-to choice for builders who need a reliable, leak-free plumbing solution.Push-lock hose is the fastest way to build an AN plumbing system — no assembly tools, no crimping, no hassle. Simply push the hose onto any of our Push-Loc Fittings for a secure, professional connection every time. Whether you're routing fuel lines on a drag car, building an oil cooler system, or plumbing a track day build, our push-lock hose delivers performance you can count on.Specifications — 10AN Push-Lock Hose:Max. Operating Pressure: 250 PSITemperature Range: -40°C to 100°C (-40°F to 212°F)Compatible with: water, oil, E85, race fuel, coolantSold by the foot — order the exact length you needCompatible With Our Full Push-Loc LineupThis hose pairs directly with our full range of Push-Loc AN Fittings. Available in multiple anodized colors to match your build.Finish the look with our lightweight Hose Separators, available in a variety of gloss-finish colors.New to AN fittings? Check out our complete AN Fitting Guide to find the right hose and fittings for your application.",https://colorfittings.com/wp-content/uploads/2024/11/push-loc-hose.png,Black,CF-PLH-10-000-000-BL,Hose &amp; Line,True,"Target AN Size (-6, -8, -10)"
5.99,8AN Push Lock Hose (E85 + Race Fuel Safe) - BY THE FOOT,"ColorFittings 8AN Push-Lock Hose is a premium, race-proven fuel and oil hose designed for performance automotive, marine, and aviation applications. Sold by the foot, this push-lock AN hose is compatible with water, motor oil, E85, and race fuel — making it the go-to choice for builders who need a reliable, leak-free plumbing solution.Push-lock hose is the fastest way to build an AN plumbing system — no assembly tools, no crimping, no hassle. Simply push the hose onto any of our Push-Loc Fittings for a secure, professional connection every time. Whether you're routing fuel lines on a drag car, building an oil cooler system, or plumbing a track day build, our push-lock hose delivers performance you can count on.Specifications — 8AN Push-Lock Hose:Max. Operating Pressure: 250 PSITemperature Range: -40°C to 100°C (-40°F to 212°F)Compatible with: water, oil, E85, race fuel, coolantSold by the foot — order the exact length you needCompatible With Our Full Push-Loc LineupThis hose pairs directly with our full range of Push-Loc AN Fittings. Available in multiple anodized colors to match your build.Finish the look with our lightweight Hose Separators, available in a variety of gloss-finish colors.New to AN fittings? Check out our complete AN Fitting Guide to find the right hose and fittings for your application.",https://colorfittings.com/wp-content/uploads/2024/11/push-loc-hose.png,Black,CF-PLH-08-000-001-BL,Hose &amp; Line,True,"Target AN Size (-6, -8, -10)"
5.35,6AN Push Lock Hose (E85 + Race Fuel Safe) - BY THE FOOT,"ColorFittings 6AN Push-Lock Hose is a premium, race-proven fuel and oil hose designed for performance automotive, marine, and aviation applications. Sold by the foot, this push-lock AN hose is compatible with water, motor oil, E85, and race fuel — making it the go-to choice for builders who need a reliable, leak-free plumbing solution.Push-lock hose is the fastest way to build an AN plumbing system — no assembly tools, no crimping, no hassle. Simply push the hose onto any of our Push-Loc Fittings for a secure, professional connection every time. Whether you're routing fuel lines on a drag car, building an oil cooler system, or plumbing a track day build, our push-lock hose delivers performance you can count on.Specifications — 6AN Push-Lock Hose:Max. Operating Pressure: 250 PSITemperature Range: -40°C to 100°C (-40°F to 212°F)Compatible with: water, oil, E85, race fuel, coolantSold by the foot — order the exact length you needCompatible With Our Full Push-Loc LineupThis hose pairs directly with our full range of Push-Loc AN Fittings. Available in multiple anodized colors to match your build.Finish the look with our lightweight Hose Separators, available in a variety of gloss-finish colors.New to AN fittings? Check out our complete AN Fitting Guide to find the right hose and fittings for your application.",https://colorfittings.com/wp-content/uploads/2024/11/push-loc-hose.png,Black,CF-PLH-06-000-000-BL,Hose &amp; Line,True,"Target AN Size (-6, -8, -10)"
17.99,"-8AN Flare to 5/16"" Quick Connect Adapter","-8AN Male Flare to 5/16"" Male Quick Disconnect Fuel Adapter\n\nAllows for seamless conversion of OEM-Style female quick-connect fittings to AN lines in Fuel and Vacuum systems.\n\nTechnical Specifications:\n\n 	-8AN male flare (37* JIC)\n 	5/16""(8mm) male quick connect\n 	E85 &amp; Racefuel compatible\n 	Signature polished, black anodized finish",https://colorfittings.com/wp-content/uploads/2024/11/Flare-Quick-Connect-black.png,Black,CF-F2B-08-516-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
17.99,"-8AN Flare to 3/8"" Quick Connect Adapter","-8AN Male Flare to 3/8"" Male Quick Connect Fuel Adapter\n\nAllows for seamless conversion of OEM-Style female quick-connect fittings to AN lines in Fuel and Vacuum systems.\n\nTechnical Specifications:\n\n 	-8AN male flare (37* JIC)\n 	3/8"" (9.53mm) male quick connect\n 	E85 &amp; Racefuel compatible\n 	Signature polished, black anodized finish",https://colorfittings.com/wp-content/uploads/2024/11/Flare-Quick-Connect-black.png,Black,CF-F2B-08-038-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
15.99,"-6AN Flare to 5/16"" Quick Connect Adapter","-6AN Male Flare to 5/16"" Male Quick Connect Fuel Adapter\n\nAllows for seamless conversion of OEM-Style female quick-connect fittings to AN lines in Fuel and Vacuum systems.\n\nTechnical Specifications:\n\n 	-6AN male flare (37* JIC)\n 	5/16""(8mm) male quick connect\n 	E85 &amp; Racefuel compatible\n 	Signature polished, black anodized finish",https://colorfittings.com/wp-content/uploads/2024/11/Flare-Quick-Connect-black.png,Black,CF-F2B-06-516-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
15.99,"-6AN Flare to 3/8"" Quick Connect Adapter","-6AN Male Flare to 3/8"" Male Quick Disconnect Fuel Adapter\n\nAllows for seamless conversion of OEM-Style female quick-connect fittings to AN lines in Fuel and Vacuum systems.\n\nTechnical Specifications:\n\n 	-6AN male flare (37* JIC)\n 	3/8""(9.53mm) male quick connect\n 	E85 &amp; Racefuel compatible\n 	Signature polished, black anodized finish",https://colorfittings.com/wp-content/uploads/2024/11/Flare-Quick-Connect-black.png,Black,CF-F2B-06-038-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
17.99,-8AN ORB to 5/16 Quick Connect,Our ORB quick connect is now available in Black,https://colorfittings.com/wp-content/uploads/2024/11/Orb-Quick-Connect-black.png,Black,CF-O2B-08-516-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
15.99,-6AN ORB to 5/16 Quick Connect,Our ORB quick connect is now available in Black,https://colorfittings.com/wp-content/uploads/2024/11/Orb-Quick-Connect-black.png,Black,CF-O2B-06-516-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
17.99,"-8AN ORB to 3/8"" Quick Connect",Our ORB quick connect is now available in Black,https://colorfittings.com/wp-content/uploads/2024/11/Orb-Quick-Connect-black.png,Black,CF-O2B-08-038-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
15.99,"-6AN ORB to 3/8"" Quick Connect",Our ORB quick connect is now available in Black,https://colorfittings.com/wp-content/uploads/2024/11/Orb-Quick-Connect-black.png,Black,CF-O2B-06-038-000-BL,EFI/LS-Connector/Quick-Connector,True,EFI/LS Adapter
15.99,-10 AN Straight Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-black.png,Black,CF-PLF-10-000-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
9.99,-06 AN Straight Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-black.png,Black,CF-PLF-06-000-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
12.99,-08 AN Straight Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-black.png,Black,CF-PLF-08-000-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
22.99,-16 AN Straight Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-black.png,Black,CF-PLF-16-000-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
12.99,-06 AN 45 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-45-black.png,Black,CF-PLF-06-045-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
17.99,-10 AN 45 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-45-black.png,Black,CF-PLF-10-045-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
15.99,-08 AN 45 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-45-black.png,Black,CF-PLF-08-045-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
26.99,-16 AN 45 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-45-black.png,Black,CF-PLF-16-045-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
12.99,-6 AN 90 Degree Female Push-Loc Fitting,"ColorFittings Push-Loc Hose End Fittings are precision CNC-machined for secure, clamp-free connections in low- to medium-pressure fuel, oil, coolant, PCV, vacuum, and air systems. Designed specifically for Push-Loc (barbed) hose, these fittings provide a tight, leak-resistant seal without the need for hose clamps in most applications, making them ideal for clean, efficient engine bay plumbing.\n\nManufactured from aerospace-grade 6061-T6 billet aluminum and finished with ColorFittings’ proprietary polishing and anodizing process, our Push-Loc fittings deliver superior strength, corrosion resistance, and long-term durability. The multi-barb design ensures maximum hose retention while maintaining smooth flow characteristics for consistent performance.\n\nCompatible with fuel (including E85 and ethanol blends), oil, coolant, and air systems, these Push-Loc hose ends are perfect for street performance, racing, off-road, marine, and custom fabrication projects where flexibility and ease of installation are key.\n\nLooking to complete your system? Explore our full range of Push-Loc Fittings, Push-Loc Hose, and Fitting Assembly Tools.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-90-black.png,Black,CF-PLF-06-090-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
17.99,-10 AN 90 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-90-black.png,Black,CF-PLF-10-090-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
15.99,-08 AN 90 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-90-black.png,Black,CF-PLF-08-090-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
26.99,-16 AN 90 Degree Female Push-Loc Fitting,"Founded in 2008, ColorFittings is an industry leader in premium automotive, marine, and aviation plumbing products. \n\nWhether you’re a professional building a 6-second NHRA bracket car, a perfectionist designing the ultimate engine bay for a SEMA car, or an HPDE enthusiast looking to improve your oil temps, our products are designed for all flavors of motorsports. \n\nColorFittings products are carefully machined from 6061-T6 Billet Aluminum and finished with our proprietary polish and anodizing process. \n\nAvailable in unique gloss-finish colors, Push-Loc AN Fittings are designed specifically for use with high-quality Push-Loc hose, and to accept a male AN Flare Fitting.\n\nWant to learn more about how our products apply to your vehicle? Read our handy guide here.",https://colorfittings.com/wp-content/uploads/2024/08/Hose-Barb-AN-push-lock-fitting-90-black.png,Black,CF-PLF-16-090-000-BL,Push-Loc Hose Ends,True,"Target AN Size (-6, -8, -10)"
14.99,-8 AN to M22x1.5mm Metric Adapter,"ColorFittings AN to Metric Adapter and Union Fittings are precision-engineered to connect metric female ports to AN flare fittings, providing a secure, leak-free solution for fuel, oil, coolant, and power steering plumbing systems.\n\nEach adapter is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\n\nOur AN to Metric Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\n\nLooking to complete your system? Explore our full range of AN fittings, metric adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/Flare-To-Metric-Adapter-Black-128.png,Black,CF-F2M-08-B22-015-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
14.99,-6 AN to M10x1.0mm Metric Adapter,"ColorFittings AN to Metric Adapter and Union Fittings are precision-engineered to connect metric female ports to AN flare fittings, providing a secure, leak-free solution for fuel, oil, coolant, and power steering plumbing systems.\nEach adapter is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\nOur AN to Metric Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\nLooking to complete your system? Explore our full range of AN fittings, metric adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/Flare-To-Metric-Adapter-Black-35.png,Black,CF-F2M-06-010-010-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
14.99,-6 AN to M12x1.5mm Metric Adapter,"ColorFittings AN to Metric Adapter and Union Fittings are precision-engineered to connect metric female ports to AN flare fittings, providing a secure, leak-free solution for fuel, oil, coolant, and power steering plumbing systems.\nEach adapter is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\nOur AN to Metric Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\nLooking to complete your system? Explore our full range of AN fittings, metric adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/Flare-To-Metric-Adapter-Purple-3.png,Purple,CF-F2M-06-012-015-PU,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
14.99,-6 AN to M12x1.5mm Metric Adapter,"ColorFittings AN to Metric Adapter and Union Fittings are precision-engineered to connect metric female ports to AN flare fittings, providing a secure, leak-free solution for fuel, oil, coolant, and power steering plumbing systems.\nEach adapter is CNC machined from 6061-T6 billet aluminum and finished with ColorFittings' proprietary polishing and anodizing process for maximum strength, corrosion resistance, and long-term durability. These fittings are designed to withstand high pressure and high temperature environments commonly found in racing, street performance, marine, and aviation applications.\nOur AN to Metric Adapters are manufactured to provide a perfect fit and seal when paired with ColorFittings AN fittings, which are specifically engineered for use with E85, ethanol-based fuels, and race fuels. When combined with our nylon or stainless steel braided hose, these adapters deliver reliable performance and clean routing for any high-performance plumbing system.\nLooking to complete your system? Explore our full range of AN fittings, metric adapters, braided hose, and fitting assembly tools.",https://colorfittings.com/wp-content/uploads/2026/04/Flare-To-Metric-Adapter-Black-111.png,Black,CF-F2M-06-012-015-BL,Adapters and Unions,True,"Target AN Size (-6, -8, -10)"
9.99,"-6AN to 5/8"" - 18 (Inverted Flare)",This Fitting is offered in the following colors: Black,https://colorfittings.com/wp-content/uploads/2018/06/AN-flare-ORB-straight-fuel-fitting-black.png,Black,CF-F2S-06-058-018-BL,Specialty Fitting &amp; PCV Delete,True,"Target AN Size (-6, -8, -10)"
